# Generated by go test ./internal/textobj/ -run TestVimTable -update
# from VIM - Vi IMproved 9.2 (2026 Feb 14, compiled Apr 08 2026 05:28:52), Included patches: 1-321, one row per run of cursor columns that answer alike.
# fixture	object	line	columns (1-based)	span: - none, V first-last, c line,col-line,col (0-based, half-open)
brackets.txt	a'	13	1-12	-
brackets.txt	a`	1	1-13	-
brackets.txt	a`	2	1-10	-
brackets.txt	a`	3	1-9	-
brackets.txt	a`	4	1-7	-
brackets.txt	a`	5	1-7	-
brackets.txt	a`	6	1-7	-
brackets.txt	a`	7	1-3	-
brackets.txt	a`	8	1-22	-
brackets.txt	a`	9	1-12	-
brackets.txt	a`	10	1-14	-
brackets.txt	a`	11	1-22	-
brackets.txt	a`	12	1-13	-
brackets.txt	a`	13	1-12	-
brackets.txt	at	1	1-13	-
brackets.txt	at	2	1-10	-
brackets.txt	at	3	1-9	-
brackets.txt	at	4	1-7	-
brackets.txt	at	5	1-7	-
brackets.txt	at	6	1-7	-
brackets.txt	at	7	1-3	-
brackets.txt	at	8	1-22	-
brackets.txt	at	9	1-12	-
brackets.txt	at	10	1-14	-
brackets.txt	at	11	1-22	-
brackets.txt	at	12	1-13	-
brackets.txt	at	13	1-12	-
brackets.txt	2iw	1	1	c 1,0-1,2
brackets.txt	2iw	1	2	c 1,1-1,3
brackets.txt	2iw	1	3	c 1,2-1,4
brackets.txt	2iw	1	4	c 1,3-1,5
brackets.txt	2iw	1	5	c 1,4-1,6
brackets.txt	2iw	1	6	c 1,5-1,7
brackets.txt	2iw	1	7	c 1,6-1,8
brackets.txt	2iw	1	8	c 1,7-1,9
brackets.txt	2iw	1	9	c 1,8-1,10
brackets.txt	2iw	1	10	c 1,9-1,11
brackets.txt	2iw	1	11	c 1,10-1,12
brackets.txt	2iw	1	12	c 1,11-1,13
brackets.txt	2iw	1	13	c 1,12-2,1
brackets.txt	2iw	2	1	c 2,0-2,2
brackets.txt	2iw	2	2	c 2,1-2,3
brackets.txt	2iw	2	3	c 2,2-2,4
brackets.txt	2iw	2	4	c 2,3-2,5
brackets.txt	2iw	2	5	c 2,4-2,6
brackets.txt	2iw	2	6	c 2,5-2,7
brackets.txt	2iw	2	7	c 2,6-2,8
brackets.txt	2iw	2	8	c 2,7-2,9
brackets.txt	2iw	2	9	c 2,8-2,10
brackets.txt	2iw	2	10	c 2,9-3,1
brackets.txt	2iw	3	1	c 3,0-3,2
brackets.txt	2iw	3	2	c 3,1-3,3
brackets.txt	2iw	3	3	c 3,2-3,4
brackets.txt	2iw	3	4	c 3,3-3,5
brackets.txt	2iw	3	5	c 3,4-3,6
brackets.txt	2iw	3	6	c 3,5-3,7
brackets.txt	2iw	3	7	c 3,6-3,8
brackets.txt	2iw	3	8	c 3,7-3,9
brackets.txt	2iw	3	9	c 3,8-4,1
brackets.txt	2iw	4	1	c 4,0-4,2
brackets.txt	2iw	4	2	c 4,1-4,5
brackets.txt	2iw	4	3-5	c 4,2-4,6
brackets.txt	2iw	4	6	c 4,5-4,7
brackets.txt	2iw	4	7	c 4,6-5,3
brackets.txt	2iw	5	1-3	c 5,0-5,4
brackets.txt	2iw	5	4	c 5,3-5,5
brackets.txt	2iw	5	5	c 5,4-5,6
brackets.txt	2iw	5	6	c 5,5-5,7
brackets.txt	2iw	5	7	c 5,6-6,2
brackets.txt	2iw	6	1-2	c 6,0-6,3
brackets.txt	2iw	6	3	c 6,2-6,4
brackets.txt	2iw	6	4	c 6,3-6,5
brackets.txt	2iw	6	5	c 6,4-6,6
brackets.txt	2iw	6	6	c 6,5-6,7
brackets.txt	2iw	6	7	c 6,6-7,2
brackets.txt	2iw	7	1-2	c 7,0-7,3
brackets.txt	2iw	7	3	c 7,2-8,4
brackets.txt	2iw	8	1-4	c 8,0-8,5
brackets.txt	2iw	8	5	c 8,4-8,6
brackets.txt	2iw	8	6	c 8,5-8,7
brackets.txt	2iw	8	7	c 8,6-8,8
brackets.txt	2iw	8	8	c 8,7-8,9
brackets.txt	2iw	8	9	c 8,8-8,10
brackets.txt	2iw	8	10	c 8,9-8,11
brackets.txt	2iw	8	11	c 8,10-8,12
brackets.txt	2iw	8	12	c 8,11-8,14
brackets.txt	2iw	8	13-14	c 8,12-8,15
brackets.txt	2iw	8	15	c 8,14-8,16
brackets.txt	2iw	8	16	c 8,15-8,17
brackets.txt	2iw	8	17	c 8,16-8,18
brackets.txt	2iw	8	18	c 8,17-8,19
brackets.txt	2iw	8	19	c 8,18-8,20
brackets.txt	2iw	8	20	c 8,19-8,22
brackets.txt	2iw	8	21-22	c 8,20-9,1
brackets.txt	2iw	9	1	c 9,0-9,2
brackets.txt	2iw	9	2	c 9,1-9,3
brackets.txt	2iw	9	3	c 9,2-9,4
brackets.txt	2iw	9	4	c 9,3-9,5
brackets.txt	2iw	9	5	c 9,4-9,6
brackets.txt	2iw	9	6	c 9,5-9,7
brackets.txt	2iw	9	7	c 9,6-9,8
brackets.txt	2iw	9	8	c 9,7-9,10
brackets.txt	2iw	9	9-10	c 9,8-9,11
brackets.txt	2iw	9	11	c 9,10-9,12
brackets.txt	2iw	9	12	c 9,11-10,4
brackets.txt	2iw	10	1-4	c 10,0-10,6
brackets.txt	2iw	10	5-6	c 10,4-10,7
brackets.txt	2iw	10	7	c 10,6-10,8
brackets.txt	2iw	10	8	c 10,7-10,9
brackets.txt	2iw	10	9	c 10,8-10,11
brackets.txt	2iw	10	10-11	c 10,9-10,12
brackets.txt	2iw	10	12	c 10,11-10,13
brackets.txt	2iw	10	13	c 10,12-10,14
brackets.txt	2iw	10	14	c 10,13-11,2
brackets.txt	2iw	11	1-2	c 11,0-11,3
brackets.txt	2iw	11	3	c 11,2-11,4
brackets.txt	2iw	11	4	c 11,3-11,10
brackets.txt	2iw	11	5-10	c 11,4-11,12
brackets.txt	2iw	11	11-12	c 11,10-11,15
brackets.txt	2iw	11	13-15	c 11,12-11,18
brackets.txt	2iw	11	16-18	c 11,15-11,19
brackets.txt	2iw	11	19	c 11,18-11,20
brackets.txt	2iw	11	20	c 11,19-11,22
brackets.txt	2iw	11	21-22	c 11,20-12,3
brackets.txt	2iw	12	1-3	c 12,0-12,4
brackets.txt	2iw	12	4	c 12,3-12,6
brackets.txt	2iw	12	5-6	c 12,4-12,7
brackets.txt	2iw	12	7	c 12,6-12,8
brackets.txt	2iw	12	8	c 12,7-12,9
brackets.txt	2iw	12	9	c 12,8-12,11
brackets.txt	2iw	12	10-11	c 12,9-12,12
brackets.txt	2iw	12	12	c 12,11-12,13
brackets.txt	2iw	12	13	c 12,12-13,1
brackets.txt	2iw	13	1	c 13,0-13,2
brackets.txt	2iw	13	2	c 13,1-13,4
brackets.txt	2iw	13	3-4	c 13,2-13,5
brackets.txt	2iw	13	5	c 13,4-13,6
brackets.txt	2iw	13	6	c 13,5-13,7
brackets.txt	2iw	13	7	c 13,6-13,8
brackets.txt	2iw	13	8	c 13,7-13,9
brackets.txt	2iw	13	9	c 13,8-13,10
brackets.txt	2iw	13	10	c 13,9-13,11
brackets.txt	2iw	13	11	c 13,10-13,12
brackets.txt	2iw	13	12	-
brackets.txt	2iW	1	1	c 1,0-1,2
brackets.txt	2iW	1	2	c 1,1-1,4
brackets.txt	2iW	1	3-4	c 1,2-1,5
brackets.txt	2iW	1	5	c 1,4-1,8
brackets.txt	2iW	1	6-8	c 1,5-1,9
brackets.txt	2iW	1	9	c 1,8-1,11
brackets.txt	2iW	1	10-11	c 1,9-1,12
brackets.txt	2iW	1	12	c 1,11-1,13
brackets.txt	2iW	1	13	c 1,12-2,2
brackets.txt	2iW	2	1-2	c 2,0-2,3
brackets.txt	2iW	2	3	c 2,2-2,7
brackets.txt	2iW	2	4-7	c 2,3-2,8
brackets.txt	2iW	2	8	c 2,7-2,10
brackets.txt	2iW	2	9-10	c 2,8-3,2
brackets.txt	2iW	3	1-2	c 3,0-3,3
brackets.txt	2iW	3	3	c 3,2-3,6
brackets.txt	2iW	3	4-6	c 3,3-3,7
brackets.txt	2iW	3	7	c 3,6-3,9
brackets.txt	2iW	3	8-9	c 3,7-4,1
brackets.txt	2iW	4	1	c 4,0-4,2
brackets.txt	2iW	4	2	c 4,1-4,5
brackets.txt	2iW	4	3-5	c 4,2-4,6
brackets.txt	2iW	4	6	c 4,5-4,7
brackets.txt	2iW	4	7	c 4,6-5,3
brackets.txt	2iW	5	1-3	c 5,0-5,4
brackets.txt	2iW	5	4	c 5,3-5,5
brackets.txt	2iW	5	5	c 5,4-5,6
brackets.txt	2iW	5	6	c 5,5-5,7
brackets.txt	2iW	5	7	c 5,6-6,2
brackets.txt	2iW	6	1-2	c 6,0-6,4
brackets.txt	2iW	6	3-4	c 6,2-6,5
brackets.txt	2iW	6	5	c 6,4-6,7
brackets.txt	2iW	6	6-7	c 6,5-7,2
brackets.txt	2iW	7	1-2	c 7,0-7,3
brackets.txt	2iW	7	3	c 7,2-8,7
brackets.txt	2iW	8	1-7	c 8,0-8,8
brackets.txt	2iW	8	8	c 8,7-8,14
brackets.txt	2iW	8	9-14	c 8,8-8,15
brackets.txt	2iW	8	15	c 8,14-8,18
brackets.txt	2iW	8	16-18	c 8,15-8,19
brackets.txt	2iW	8	19	c 8,18-8,22
brackets.txt	2iW	8	20-22	c 8,19-9,2
brackets.txt	2iW	9	1-2	c 9,0-9,3
brackets.txt	2iW	9	3	c 9,2-9,5
brackets.txt	2iW	9	4-5	c 9,3-9,6
brackets.txt	2iW	9	6	c 9,5-9,10
brackets.txt	2iW	9	7-10	c 9,6-9,11
brackets.txt	2iW	9	11	c 9,10-9,12
brackets.txt	2iW	9	12	c 9,11-10,11
brackets.txt	2iW	10	1-11	c 10,0-10,12
brackets.txt	2iW	10	12	c 10,11-10,14
brackets.txt	2iW	10	13-14	c 10,12-11,2
brackets.txt	2iW	11	1-2	c 11,0-11,3
brackets.txt	2iW	11	3	c 11,2-11,18
brackets.txt	2iW	11	4-18	c 11,3-11,19
brackets.txt	2iW	11	19	c 11,18-11,22
brackets.txt	2iW	11	20-22	c 11,19-12,3
brackets.txt	2iW	12	1-3	c 12,0-12,4
brackets.txt	2iW	12	4	c 12,3-12,6
brackets.txt	2iW	12	5-6	c 12,4-12,7
brackets.txt	2iW	12	7	c 12,6-12,8
brackets.txt	2iW	12	8	c 12,7-12,9
brackets.txt	2iW	12	9	c 12,8-12,11
brackets.txt	2iW	12	10-11	c 12,9-12,12
brackets.txt	2iW	12	12	c 12,11-12,13
brackets.txt	2iW	12	13	c 12,12-13,1
brackets.txt	2iW	13	1	c 13,0-13,2
brackets.txt	2iW	13	2	c 13,1-13,4
brackets.txt	2iW	13	3-4	c 13,2-13,5
brackets.txt	2iW	13	5	c 13,4-13,6
brackets.txt	2iW	13	6	c 13,5-13,7
brackets.txt	2iW	13	7	c 13,6-13,8
brackets.txt	2iW	13	8	c 13,7-13,9
brackets.txt	2iW	13	9	c 13,8-13,10
brackets.txt	2iW	13	10	c 13,9-13,11
brackets.txt	2iW	13	11	c 13,10-13,12
brackets.txt	2iW	13	12	-
brackets.txt	2is	1	1-13	c 1,0-13,12
brackets.txt	2is	2	1-10	c 1,0-13,12
brackets.txt	2is	3	1-9	c 1,0-13,12
brackets.txt	2is	4	1-7	c 1,0-13,12
brackets.txt	2is	5	1-7	c 1,0-13,12
brackets.txt	2is	6	1-7	c 1,0-13,12
brackets.txt	2is	7	1-3	c 1,0-13,12
brackets.txt	2is	8	1-22	c 1,0-13,12
brackets.txt	2is	9	1-12	c 1,0-13,12
brackets.txt	2is	10	1-14	c 1,0-13,12
brackets.txt	2is	11	1-22	c 1,0-13,12
brackets.txt	2is	12	1-13	c 1,0-13,12
brackets.txt	2is	13	1-12	c 1,0-13,12
brackets.txt	2ip	1	1-13	-
brackets.txt	2ip	2	1-10	-
brackets.txt	2ip	3	1-9	-
brackets.txt	2ip	4	1-7	-
brackets.txt	2ip	5	1-7	-
brackets.txt	2ip	6	1-7	-
brackets.txt	2ip	7	1-3	-
brackets.txt	2ip	8	1-22	-
brackets.txt	2ip	9	1-12	-
brackets.txt	2ip	10	1-14	-
brackets.txt	2ip	11	1-22	-
brackets.txt	2ip	12	1-13	-
brackets.txt	2ip	13	1-12	-
brackets.txt	2i(	1	1-2	c 1,6-1,7
brackets.txt	2i(	1	3-5	-
brackets.txt	2i(	1	6-8	c 1,3-1,10
brackets.txt	2i(	1	9-13	-
brackets.txt	2i(	2	1-10	-
brackets.txt	2i(	3	1-9	-
brackets.txt	2i(	4	1-7	-
brackets.txt	2i(	5	1-7	-
brackets.txt	2i(	6	1-7	-
brackets.txt	2i(	7	1-3	-
brackets.txt	2i(	8	1-22	-
brackets.txt	2i(	9	1	-
brackets.txt	2i(	9	2-3	c 9,7-9,8
brackets.txt	2i(	9	4-6	-
brackets.txt	2i(	9	7-9	c 9,4-9,9
brackets.txt	2i(	9	10-12	-
brackets.txt	2i(	10	1-13	-
brackets.txt	2i(	10	14	c 11,11-11,20
brackets.txt	2i(	11	1-3	c 11,11-11,20
brackets.txt	2i(	11	4-10	-
brackets.txt	2i(	11	11-15	c 11,4-11,21
brackets.txt	2i(	11	16-21	c 11,11-11,20
brackets.txt	2i(	11	22	c 11,4-11,21
brackets.txt	2i(	12	1-13	-
brackets.txt	2i(	13	1-7	-
brackets.txt	2i(	13	8-10	c 11,4-11,21
brackets.txt	2i(	13	11-12	-
brackets.txt	2i)	1	1-2	c 1,6-1,7
brackets.txt	2i)	1	3-5	-
brackets.txt	2i)	1	6-8	c 1,3-1,10
brackets.txt	2i)	1	9-13	-
brackets.txt	2i)	2	1-10	-
brackets.txt	2i)	3	1-9	-
brackets.txt	2i)	4	1-7	-
brackets.txt	2i)	5	1-7	-
brackets.txt	2i)	6	1-7	-
brackets.txt	2i)	7	1-3	-
brackets.txt	2i)	8	1-22	-
brackets.txt	2i)	9	1	-
brackets.txt	2i)	9	2-3	c 9,7-9,8
brackets.txt	2i)	9	4-6	-
brackets.txt	2i)	9	7-9	c 9,4-9,9
brackets.txt	2i)	9	10-12	-
brackets.txt	2i)	10	1-13	-
brackets.txt	2i)	10	14	c 11,11-11,20
brackets.txt	2i)	11	1-3	c 11,11-11,20
brackets.txt	2i)	11	4-10	-
brackets.txt	2i)	11	11-15	c 11,4-11,21
brackets.txt	2i)	11	16-21	c 11,11-11,20
brackets.txt	2i)	11	22	c 11,4-11,21
brackets.txt	2i)	12	1-13	-
brackets.txt	2i)	13	1-7	-
brackets.txt	2i)	13	8-10	c 11,4-11,21
brackets.txt	2i)	13	11-12	-
brackets.txt	2ib	1	1-2	c 1,6-1,7
brackets.txt	2ib	1	3-5	-
brackets.txt	2ib	1	6-8	c 1,3-1,10
brackets.txt	2ib	1	9-13	-
brackets.txt	2ib	2	1-10	-
brackets.txt	2ib	3	1-9	-
brackets.txt	2ib	4	1-7	-
brackets.txt	2ib	5	1-7	-
brackets.txt	2ib	6	1-7	-
brackets.txt	2ib	7	1-3	-
brackets.txt	2ib	8	1-22	-
brackets.txt	2ib	9	1	-
brackets.txt	2ib	9	2-3	c 9,7-9,8
brackets.txt	2ib	9	4-6	-
brackets.txt	2ib	9	7-9	c 9,4-9,9
brackets.txt	2ib	9	10-12	-
brackets.txt	2ib	10	1-13	-
brackets.txt	2ib	10	14	c 11,11-11,20
brackets.txt	2ib	11	1-3	c 11,11-11,20
brackets.txt	2ib	11	4-10	-
brackets.txt	2ib	11	11-15	c 11,4-11,21
brackets.txt	2ib	11	16-21	c 11,11-11,20
brackets.txt	2ib	11	22	c 11,4-11,21
brackets.txt	2ib	12	1-13	-
brackets.txt	2ib	13	1-7	-
brackets.txt	2ib	13	8-10	c 11,4-11,21
brackets.txt	2ib	13	11-12	-
brackets.txt	2i{	1	1-13	-
brackets.txt	2i{	2	1-10	-
brackets.txt	2i{	3	1-9	-
brackets.txt	2i{	4	1-7	-
brackets.txt	2i{	5	1-7	-
brackets.txt	2i{	6	1-7	-
brackets.txt	2i{	7	1-3	-
brackets.txt	2i{	8	1-22	-
brackets.txt	2i{	9	1-12	-
brackets.txt	2i{	10	1-14	-
brackets.txt	2i{	11	1-22	-
brackets.txt	2i{	12	1-13	-
brackets.txt	2i{	13	1-12	-
brackets.txt	2i}	1	1-13	-
brackets.txt	2i}	2	1-10	-
brackets.txt	2i}	3	1-9	-
brackets.txt	2i}	4	1-7	-
brackets.txt	2i}	5	1-7	-
brackets.txt	2i}	6	1-7	-
brackets.txt	2i}	7	1-3	-
brackets.txt	2i}	8	1-22	-
brackets.txt	2i}	9	1-12	-
brackets.txt	2i}	10	1-14	-
brackets.txt	2i}	11	1-22	-
brackets.txt	2i}	12	1-13	-
brackets.txt	2i}	13	1-12	-
brackets.txt	2iB	1	1-13	-
brackets.txt	2iB	2	1-10	-
brackets.txt	2iB	3	1-9	-
brackets.txt	2iB	4	1-7	-
brackets.txt	2iB	5	1-7	-
brackets.txt	2iB	6	1-7	-
brackets.txt	2iB	7	1-3	-
brackets.txt	2iB	8	1-22	-
brackets.txt	2iB	9	1-12	-
brackets.txt	2iB	10	1-14	-
brackets.txt	2iB	11	1-22	-
brackets.txt	2iB	12	1-13	-
brackets.txt	2iB	13	1-12	-
brackets.txt	2i[	1	1-13	c 2,5-2,6
brackets.txt	2i[	2	1	c 2,5-2,6
brackets.txt	2i[	2	2-4	-
brackets.txt	2i[	2	5-7	c 2,2-2,8
brackets.txt	2i[	2	8-10	-
brackets.txt	2i[	3	1-9	-
brackets.txt	2i[	4	1-7	-
brackets.txt	2i[	5	1-7	-
brackets.txt	2i[	6	1-7	-
brackets.txt	2i[	7	1-3	-
brackets.txt	2i[	8	1-22	-
brackets.txt	2i[	9	1-12	-
brackets.txt	2i[	10	1-14	-
brackets.txt	2i[	11	1-22	-
brackets.txt	2i[	12	1-13	-
brackets.txt	2i[	13	1-12	-
brackets.txt	2i]	1	1-13	c 2,5-2,6
brackets.txt	2i]	2	1	c 2,5-2,6
brackets.txt	2i]	2	2-4	-
brackets.txt	2i]	2	5-7	c 2,2-2,8
brackets.txt	2i]	2	8-10	-
brackets.txt	2i]	3	1-9	-
brackets.txt	2i]	4	1-7	-
brackets.txt	2i]	5	1-7	-
brackets.txt	2i]	6	1-7	-
brackets.txt	2i]	7	1-3	-
brackets.txt	2i]	8	1-22	-
brackets.txt	2i]	9	1-12	-
brackets.txt	2i]	10	1-14	-
brackets.txt	2i]	11	1-22	-
brackets.txt	2i]	12	1-13	-
brackets.txt	2i]	13	1-12	-
brackets.txt	2i<	1	1-13	c 3,4-3,5
brackets.txt	2i<	2	1-10	c 3,4-3,5
brackets.txt	2i<	3	1-3	-
brackets.txt	2i<	3	4-6	c 3,1-3,8
brackets.txt	2i<	3	7-9	-
brackets.txt	2i<	4	1-7	-
brackets.txt	2i<	5	1-7	-
brackets.txt	2i<	6	1-7	-
brackets.txt	2i<	7	1-3	-
brackets.txt	2i<	8	1-22	-
brackets.txt	2i<	9	1-12	-
brackets.txt	2i<	10	1-14	-
brackets.txt	2i<	11	1-22	-
brackets.txt	2i<	12	1-13	-
brackets.txt	2i<	13	1-12	-
brackets.txt	2i>	1	1-13	c 3,4-3,5
brackets.txt	2i>	2	1-10	c 3,4-3,5
brackets.txt	2i>	3	1-3	-
brackets.txt	2i>	3	4-6	c 3,1-3,8
brackets.txt	2i>	3	7-9	-
brackets.txt	2i>	4	1-7	-
brackets.txt	2i>	5	1-7	-
brackets.txt	2i>	6	1-7	-
brackets.txt	2i>	7	1-3	-
brackets.txt	2i>	8	1-22	-
brackets.txt	2i>	9	1-12	-
brackets.txt	2i>	10	1-14	-
brackets.txt	2i>	11	1-22	-
brackets.txt	2i>	12	1-13	-
brackets.txt	2i>	13	1-12	-
brackets.txt	2i"	1	1-13	-
brackets.txt	2i"	2	1-10	-
brackets.txt	2i"	3	1-9	-
brackets.txt	2i"	4	1-7	-
brackets.txt	2i"	5	1-7	-
brackets.txt	2i"	6	1-7	-
brackets.txt	2i"	7	1-3	-
brackets.txt	2i"	8	1-22	-
brackets.txt	2i"	9	1-12	-
brackets.txt	2i"	10	1-10	c 10,5-10,10
brackets.txt	2i"	10	11-14	-
brackets.txt	2i"	11	1-17	c 11,11-11,17
brackets.txt	2i"	11	18-22	-
brackets.txt	2i"	12	1-13	-
brackets.txt	2i"	13	1-12	-
brackets.txt	2i'	1	1-13	-
brackets.txt	2i'	2	1-10	-
brackets.txt	2i'	3	1-9	-
brackets.txt	2i'	4	1-7	-
brackets.txt	2i'	5	1-7	-
brackets.txt	2i'	6	1-7	-
brackets.txt	2i'	7	1-3	-
brackets.txt	2i'	8	1-22	-
brackets.txt	2i'	9	1-12	-
brackets.txt	2i'	10	1-14	-
brackets.txt	2i'	11	1-22	-
brackets.txt	2i'	12	1-13	-
brackets.txt	2i'	13	1-12	-
brackets.txt	2i`	1	1-13	-
brackets.txt	2i`	2	1-10	-
brackets.txt	2i`	3	1-9	-
brackets.txt	2i`	4	1-7	-
brackets.txt	2i`	5	1-7	-
brackets.txt	2i`	6	1-7	-
brackets.txt	2i`	7	1-3	-
brackets.txt	2i`	8	1-22	-
brackets.txt	2i`	9	1-12	-
brackets.txt	2i`	10	1-14	-
brackets.txt	2i`	11	1-22	-
brackets.txt	2i`	12	1-13	-
brackets.txt	2i`	13	1-12	-
brackets.txt	2it	1	1-13	-
brackets.txt	2it	2	1-10	-
brackets.txt	2it	3	1-9	-
brackets.txt	2it	4	1-7	-
brackets.txt	2it	5	1-7	-
brackets.txt	2it	6	1-7	-
brackets.txt	2it	7	1-3	-
brackets.txt	2it	8	1-22	-
brackets.txt	2it	9	1-12	-
brackets.txt	2it	10	1-14	-
brackets.txt	2it	11	1-22	-
brackets.txt	2it	12	1-13	-
brackets.txt	2it	13	1-12	-
brackets.txt	2aw	1	1	c 1,0-1,3
brackets.txt	2aw	1	2	c 1,1-1,5
brackets.txt	2aw	1	3	c 1,2-1,5
brackets.txt	2aw	1	4	c 1,3-1,6
brackets.txt	2aw	1	5-6	c 1,4-1,7
brackets.txt	2aw	1	7	c 1,6-1,9
brackets.txt	2aw	1	8	c 1,7-1,10
brackets.txt	2aw	1	9	c 1,8-1,12
brackets.txt	2aw	1	10	c 1,9-1,12
brackets.txt	2aw	1	11	c 1,10-1,13
brackets.txt	2aw	1	12-13	c 1,11-2,1
brackets.txt	2aw	2	1	c 2,0-2,3
brackets.txt	2aw	2	2	c 2,1-2,4
brackets.txt	2aw	2	3-4	c 2,2-2,5
brackets.txt	2aw	2	5	c 2,4-2,6
brackets.txt	2aw	2	6	c 2,5-2,8
brackets.txt	2aw	2	7	c 2,6-2,9
brackets.txt	2aw	2	8-9	c 2,7-2,10
brackets.txt	2aw	2	10	c 2,9-3,1
brackets.txt	2aw	3	1	c 3,0-3,3
brackets.txt	2aw	3	2	c 3,1-3,4
brackets.txt	2aw	3	3-4	c 3,2-3,5
brackets.txt	2aw	3	5	c 3,4-3,7
brackets.txt	2aw	3	6	c 3,5-3,8
brackets.txt	2aw	3	7-8	c 3,6-3,9
brackets.txt	2aw	3	9	c 3,8-4,2
brackets.txt	2aw	4	1	c 4,0-4,6
brackets.txt	2aw	4	2-5	c 4,1-4,7
brackets.txt	2aw	4	6	c 4,5-5,4
brackets.txt	2aw	4	7	c 4,6-5,4
brackets.txt	2aw	5	1-3	c 5,0-5,6
brackets.txt	2aw	5	4-5	c 5,3-5,7
brackets.txt	2aw	5	6-7	c 5,5-6,3
brackets.txt	2aw	6	1-2	c 6,0-6,5
brackets.txt	2aw	6	3	c 6,2-6,5
brackets.txt	2aw	6	4	c 6,3-6,6
brackets.txt	2aw	6	5-6	c 6,4-6,7
brackets.txt	2aw	6	7	c 6,6-7,3
brackets.txt	2aw	7	1-2	c 7,0-8,4
brackets.txt	2aw	7	3	c 7,2-8,4
brackets.txt	2aw	8	1-4	c 8,0-8,5
brackets.txt	2aw	8	5	c 8,4-8,6
brackets.txt	2aw	8	6	c 8,5-8,8
brackets.txt	2aw	8	7	c 8,6-8,9
brackets.txt	2aw	8	8-9	c 8,7-8,10
brackets.txt	2aw	8	10	c 8,9-8,11
brackets.txt	2aw	8	11	c 8,10-8,12
brackets.txt	2aw	8	12	c 8,11-8,15
brackets.txt	2aw	8	13-14	c 8,12-8,16
brackets.txt	2aw	8	15-16	c 8,14-8,17
brackets.txt	2aw	8	17	c 8,16-8,19
brackets.txt	2aw	8	18	c 8,17-8,20
brackets.txt	2aw	8	19-20	c 8,18-8,22
brackets.txt	2aw	8	21-22	c 8,20-9,1
brackets.txt	2aw	9	1	c 9,0-9,3
brackets.txt	2aw	9	2	c 9,1-9,4
brackets.txt	2aw	9	3	c 9,2-9,6
brackets.txt	2aw	9	4	c 9,3-9,6
brackets.txt	2aw	9	5	c 9,4-9,7
brackets.txt	2aw	9	6-7	c 9,5-9,8
brackets.txt	2aw	9	8	c 9,7-9,11
brackets.txt	2aw	9	9-10	c 9,8-9,12
brackets.txt	2aw	9	11-12	c 9,10-10,4
brackets.txt	2aw	10	1-4	c 10,0-10,6
brackets.txt	2aw	10	5-6	c 10,4-10,7
brackets.txt	2aw	10	7	c 10,6-10,8
brackets.txt	2aw	10	8	c 10,7-10,9
brackets.txt	2aw	10	9	c 10,8-10,12
brackets.txt	2aw	10	10-11	c 10,9-10,13
brackets.txt	2aw	10	12-13	c 10,11-10,14
brackets.txt	2aw	10	14	c 10,13-11,3
brackets.txt	2aw	11	1-2	c 11,0-11,4
brackets.txt	2aw	11	3-4	c 11,2-11,10
brackets.txt	2aw	11	5-10	c 11,4-11,12
brackets.txt	2aw	11	11-12	c 11,10-11,15
brackets.txt	2aw	11	13-15	c 11,12-11,19
brackets.txt	2aw	11	16-18	c 11,15-11,20
brackets.txt	2aw	11	19-20	c 11,18-11,22
brackets.txt	2aw	11	21-22	c 11,20-12,4
brackets.txt	2aw	12	1-3	c 12,0-12,7
brackets.txt	2aw	12	4	c 12,3-12,8
brackets.txt	2aw	12	5-6	c 12,4-12,9
brackets.txt	2aw	12	7	c 12,6-12,11
brackets.txt	2aw	12	8	c 12,7-12,12
brackets.txt	2aw	12	9-11	c 12,8-12,13
brackets.txt	2aw	12	12	c 12,11-13,2
brackets.txt	2aw	12	13	c 12,12-13,2
brackets.txt	2aw	13	1	c 13,0-13,5
brackets.txt	2aw	13	2	c 13,1-13,6
brackets.txt	2aw	13	3-4	c 13,2-13,7
brackets.txt	2aw	13	5	c 13,4-13,8
brackets.txt	2aw	13	6	c 13,5-13,9
brackets.txt	2aw	13	7	c 13,6-13,10
brackets.txt	2aw	13	8	c 13,7-13,11
brackets.txt	2aw	13	9-10	c 13,8-13,12
brackets.txt	2aw	13	11-12	-
brackets.txt	2aW	1	1	c 1,0-1,5
brackets.txt	2aW	1	2	c 1,1-1,8
brackets.txt	2aW	1	3-4	c 1,2-1,9
brackets.txt	2aW	1	5	c 1,4-1,11
brackets.txt	2aW	1	6-8	c 1,5-1,12
brackets.txt	2aW	1	9-11	c 1,8-1,13
brackets.txt	2aW	1	12	c 1,11-2,3
brackets.txt	2aW	1	13	c 1,12-2,3
brackets.txt	2aW	2	1-2	c 2,0-2,8
brackets.txt	2aW	2	3-7	c 2,2-2,10
brackets.txt	2aW	2	8	c 2,7-3,3
brackets.txt	2aW	2	9-10	c 2,8-3,3
brackets.txt	2aW	3	1-2	c 3,0-3,7
brackets.txt	2aW	3	3-6	c 3,2-3,9
brackets.txt	2aW	3	7	c 3,6-4,2
brackets.txt	2aW	3	8-9	c 3,7-4,2
brackets.txt	2aW	4	1	c 4,0-4,6
brackets.txt	2aW	4	2-5	c 4,1-4,7
brackets.txt	2aW	4	6	c 4,5-5,4
brackets.txt	2aW	4	7	c 4,6-5,4
brackets.txt	2aW	5	1-3	c 5,0-5,6
brackets.txt	2aW	5	4-5	c 5,3-5,7
